feature	CTRL_SNG-101_CD14 Mono	CTRL_SNG-101_CD4 Naive T	CTRL_SNG-101_CD4 Memory T	CTRL_SNG-101_CD16 Mono	CTRL_SNG-101_B	CTRL_SNG-101_CD8 T	CTRL_SNG-101_T activated	CTRL_SNG-101_NK	CTRL_SNG-101_DC	CTRL_SNG-101_B Activated	CTRL_SNG-101_Mk	CTRL_SNG-101_pDC	CTRL_SNG-101_Eryth	CTRL_SNG-1015_CD14 Mono	CTRL_SNG-1015_CD4 Naive T	CTRL_SNG-1015_CD4 Memory T	CTRL_SNG-1015_CD16 Mono	CTRL_SNG-1015_B	CTRL_SNG-1015_CD8 T	CTRL_SNG-1015_T activated	CTRL_SNG-1015_NK	CTRL_SNG-1015_DC	CTRL_SNG-1015_B Activated	CTRL_SNG-1015_Mk	CTRL_SNG-1015_pDC	CTRL_SNG-1015_Eryth	CTRL_SNG-1016_CD14 Mono	CTRL_SNG-1016_CD4 Naive T	CTRL_SNG-1016_CD4 Memory T	CTRL_SNG-1016_CD16 Mono	CTRL_SNG-1016_B	CTRL_SNG-1016_CD8 T	CTRL_SNG-1016_T activated	CTRL_SNG-1016_NK	CTRL_SNG-1016_DC	CTRL_SNG-1016_B Activated	CTRL_SNG-1016_Mk	CTRL_SNG-1016_pDC	CTRL_SNG-1016_Eryth	CTRL_SNG-1039_CD14 Mono	CTRL_SNG-1039_CD4 Naive T	CTRL_SNG-1039_CD4 Memory T	CTRL_SNG-1039_CD16 Mono	CTRL_SNG-1039_B	CTRL_SNG-1039_CD8 T	CTRL_SNG-1039_T activated	CTRL_SNG-1039_NK	CTRL_SNG-1039_DC	CTRL_SNG-1039_B Activated	CTRL_SNG-1039_Mk	CTRL_SNG-1039_pDC	CTRL_SNG-107_CD14 Mono	CTRL_SNG-107_CD4 Naive T	CTRL_SNG-107_CD4 Memory T	CTRL_SNG-107_CD16 Mono	CTRL_SNG-107_B	CTRL_SNG-107_CD8 T	CTRL_SNG-107_T activated	CTRL_SNG-107_NK	CTRL_SNG-107_DC	CTRL_SNG-107_B Activated	CTRL_SNG-107_Mk	CTRL_SNG-107_pDC	CTRL_SNG-107_Eryth	CTRL_SNG-1244_CD14 Mono	CTRL_SNG-1244_CD4 Naive T	CTRL_SNG-1244_CD4 Memory T	CTRL_SNG-1244_CD16 Mono	CTRL_SNG-1244_B	CTRL_SNG-1244_CD8 T	CTRL_SNG-1244_T activated	CTRL_SNG-1244_NK	CTRL_SNG-1244_DC	CTRL_SNG-1244_B Activated	CTRL_SNG-1244_Mk	CTRL_SNG-1244_pDC	CTRL_SNG-1244_Eryth	CTRL_SNG-1256_CD14 Mono	CTRL_SNG-1256_CD4 Naive T	CTRL_SNG-1256_CD4 Memory T	CTRL_SNG-1256_CD16 Mono	CTRL_SNG-1256_B	CTRL_SNG-1256_CD8 T	CTRL_SNG-1256_T activated	CTRL_SNG-1256_NK	CTRL_SNG-1256_DC	CTRL_SNG-1256_B Activated	CTRL_SNG-1256_Mk	CTRL_SNG-1256_pDC	CTRL_SNG-1256_Eryth	CTRL_SNG-1488_CD14 Mono	CTRL_SNG-1488_CD4 Naive T	CTRL_SNG-1488_CD4 Memory T	CTRL_SNG-1488_CD16 Mono	CTRL_SNG-1488_B	CTRL_SNG-1488_CD8 T	CTRL_SNG-1488_T activated	CTRL_SNG-1488_NK	CTRL_SNG-1488_DC	CTRL_SNG-1488_B Activated	CTRL_SNG-1488_Mk	CTRL_SNG-1488_pDC	CTRL_SNG-1488_Eryth	STIM_SNG-101_CD14 Mono	STIM_SNG-101_CD4 Naive T	STIM_SNG-101_CD4 Memory T	STIM_SNG-101_CD16 Mono	STIM_SNG-101_B	STIM_SNG-101_CD8 T	STIM_SNG-101_T activated	STIM_SNG-101_NK	STIM_SNG-101_DC	STIM_SNG-101_B Activated	STIM_SNG-101_Mk	STIM_SNG-101_pDC	STIM_SNG-101_Eryth	STIM_SNG-1015_CD14 Mono	STIM_SNG-1015_CD4 Naive T	STIM_SNG-1015_CD4 Memory T	STIM_SNG-1015_CD16 Mono	STIM_SNG-1015_B	STIM_SNG-1015_CD8 T	STIM_SNG-1015_T activated	STIM_SNG-1015_NK	STIM_SNG-1015_DC	STIM_SNG-1015_B Activated	STIM_SNG-1015_Mk	STIM_SNG-1015_pDC	STIM_SNG-1015_Eryth	STIM_SNG-1016_CD14 Mono	STIM_SNG-1016_CD4 Naive T	STIM_SNG-1016_CD4 Memory T	STIM_SNG-1016_CD16 Mono	STIM_SNG-1016_B	STIM_SNG-1016_CD8 T	STIM_SNG-1016_T activated	STIM_SNG-1016_NK	STIM_SNG-1016_DC	STIM_SNG-1016_B Activated	STIM_SNG-1016_Mk	STIM_SNG-1016_pDC	STIM_SNG-1016_Eryth	STIM_SNG-1039_CD14 Mono	STIM_SNG-1039_CD4 Naive T	STIM_SNG-1039_CD4 Memory T	STIM_SNG-1039_CD16 Mono	STIM_SNG-1039_B	STIM_SNG-1039_CD8 T	STIM_SNG-1039_T activated	STIM_SNG-1039_NK	STIM_SNG-1039_DC	STIM_SNG-1039_B Activated	STIM_SNG-1039_Mk	STIM_SNG-1039_pDC	STIM_SNG-1039_Eryth	STIM_SNG-107_CD14 Mono	STIM_SNG-107_CD4 Naive T	STIM_SNG-107_CD4 Memory T	STIM_SNG-107_CD16 Mono	STIM_SNG-107_B	STIM_SNG-107_CD8 T	STIM_SNG-107_T activated	STIM_SNG-107_NK	STIM_SNG-107_DC	STIM_SNG-107_B Activated	STIM_SNG-107_Mk	STIM_SNG-107_pDC	STIM_SNG-1244_CD14 Mono	STIM_SNG-1244_CD4 Naive T	STIM_SNG-1244_CD4 Memory T	STIM_SNG-1244_CD16 Mono	STIM_SNG-1244_B	STIM_SNG-1244_CD8 T	STIM_SNG-1244_T activated	STIM_SNG-1244_NK	STIM_SNG-1244_DC	STIM_SNG-1244_B Activated	STIM_SNG-1244_Mk	STIM_SNG-1244_pDC	STIM_SNG-1244_Eryth	STIM_SNG-1256_CD14 Mono	STIM_SNG-1256_CD4 Naive T	STIM_SNG-1256_CD4 Memory T	STIM_SNG-1256_CD16 Mono	STIM_SNG-1256_B	STIM_SNG-1256_CD8 T	STIM_SNG-1256_T activated	STIM_SNG-1256_NK	STIM_SNG-1256_DC	STIM_SNG-1256_B Activated	STIM_SNG-1256_Mk	STIM_SNG-1256_pDC	STIM_SNG-1256_Eryth	STIM_SNG-1488_CD14 Mono	STIM_SNG-1488_CD4 Naive T	STIM_SNG-1488_CD4 Memory T	STIM_SNG-1488_CD16 Mono	STIM_SNG-1488_B	STIM_SNG-1488_CD8 T	STIM_SNG-1488_T activated	STIM_SNG-1488_NK	STIM_SNG-1488_DC	STIM_SNG-1488_B Activated	STIM_SNG-1488_Mk	STIM_SNG-1488_pDC	STIM_SNG-1488_Eryth
ACTR2	85	0	5	44	7	4	4	0	14	2	1	2	1	270	11	28	59	26	4	11	11	36	11	4	3	0	98	8	3	29	5	13	6	1	14	1	1	0	0	49	5	5	8	4	3	4	1	9	0	0	1	85	2	2	17	1	0	0	4	8	0	1	0	1	122	24	22	12	5	6	6	5	49	6	10	1	0	162	44	13	30	11	12	7	9	21	5	1	2	0	67	16	17	19	16	7	10	3	26	5	2	5	0	74	2	11	26	7	8	8	5	28	1	0	6	0	125	17	23	55	21	22	10	11	31	14	5	0	4	80	8	3	19	10	16	4	3	14	1	0	1	0	35	5	11	6	5	6	4	2	4	0	4	5	0	47	1	5	8	1	0	2	3	11	0	0	1	65	49	11	7	4	5	3	3	31	2	2	1	0	88	42	12	18	12	6	11	13	17	6	1	3	2	65	50	15	20	15	2	6	1	25	2	8	10	0
SPRED2	6	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	9	0	1	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	2	0	1	0	0	0	0	1	0	0	4	0	0	1	0
MEIS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ETAA1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	5	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	4	0	1	0	0	2	0	1	0
C1D	11	1	3	14	4	0	3	2	2	0	0	0	0	33	3	8	17	7	5	5	9	7	6	0	1	0	22	4	1	6	1	4	6	2	2	1	0	0	0	8	0	0	1	1	0	0	1	1	0	0	1	6	0	1	1	2	1	0	3	0	0	1	1	0	18	6	6	7	1	1	2	4	7	2	1	1	0	19	11	4	3	2	2	4	3	1	3	1	3	0	10	3	5	3	5	2	2	1	0	1	0	0	0	15	0	1	5	4	3	1	0	2	1	0	1	0	25	4	14	13	8	8	1	10	2	0	0	1	0	9	1	6	7	6	6	3	0	2	0	1	1	0	12	6	9	3	2	2	1	1	0	1	0	1	0	8	1	3	0	0	0	1	4	2	2	0	0	7	17	5	1	3	2	1	4	1	1	1	0	0	8	22	3	5	2	5	4	0	1	1	0	1	0	10	18	2	3	8	2	5	1	4	1	0	0	0
WDR92	2	0	1	0	0	1	1	0	0	1	0	0	0	0	2	1	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	3	1	1	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	10	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	0	0	0	1	1	3	1	2	0	0	1	0	0	3	0	0
PNO1	4	1	6	0	1	2	11	0	3	7	2	0	1	13	4	8	2	8	3	11	5	4	14	2	1	0	3	4	1	2	2	1	10	0	2	5	1	0	0	3	1	0	0	0	1	2	2	1	2	0	0	2	0	1	0	0	0	2	0	1	2	0	0	0	5	6	3	3	0	2	4	1	3	13	0	1	0	8	19	4	0	3	2	20	3	2	9	0	0	2	2	8	7	1	3	1	11	1	1	8	0	0	0	1	6	3	0	3	4	10	1	0	6	0	1	0	7	9	7	1	8	1	7	2	2	18	0	1	0	0	4	0	1	0	3	11	1	0	4	0	0	0	1	9	5	0	4	0	5	0	0	0	3	0	0	1	0	1	1	1	0	6	0	0	5	0	0	1	38	3	1	4	1	11	1	0	15	1	1	1	3	29	3	0	4	1	10	0	1	11	1	3	0	2	30	6	1	4	1	12	1	2	16	3	2	0
PPP3R1	3	0	2	2	0	0	2	1	2	1	0	0	0	15	2	4	5	5	7	2	3	2	3	1	0	0	10	1	0	1	1	0	3	0	0	0	1	1	0	5	1	3	0	1	1	1	1	0	0	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	7	8	2	2	0	0	3	0	0	2	1	0	0	15	5	2	1	1	0	6	2	1	1	0	0	3	2	3	3	1	6	1	2	2	4	0	1	2	0	1	1	2	5	1	2	3	1	1	0	1	1	0	18	1	6	2	3	4	1	3	2	1	0	0	0	4	0	1	6	1	1	3	0	0	1	0	1	0	0	1	3	0	0	0	1	1	0	0	1	0	0	2	0	1	0	1	0	3	0	1	1	1	0	5	14	1	0	1	1	2	0	0	0	3	0	0	9	15	2	0	4	2	7	1	4	5	1	0	0	1	9	3	2	2	0	5	3	1	0	3	0	0
RP11-474G23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0
CNRIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEK	66	0	0	32	0	1	0	2	19	3	0	4	0	439	0	0	158	1	3	0	15	38	21	17	17	1	172	0	2	51	1	10	2	1	22	5	3	2	1	43	0	0	27	0	1	0	0	15	6	3	1	141	0	0	33	0	0	0	0	20	1	0	5	1	211	2	1	72	2	2	0	6	49	15	6	4	0	202	0	1	56	2	4	2	12	37	12	5	8	2	107	1	1	56	1	0	1	3	48	6	4	12	1	408	0	1	135	0	6	0	2	78	3	3	9	0	1209	0	0	509	6	5	2	26	78	14	22	1	18	541	0	0	168	0	17	1	3	39	5	1	3	1	417	1	3	87	1	1	0	2	21	1	8	14	0	287	0	0	44	1	0	0	1	25	5	0	1	503	3	1	74	0	1	0	5	67	7	3	1	0	707	3	1	186	3	2	5	8	69	3	2	15	4	463	3	3	145	7	2	4	4	70	5	12	22	0
FBXO48	1	0	0	0	0	0	0	0	1	0	0	0	0	6	0	3	1	0	0	2	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	6	2	2	0	0	0	3	1	1	0	0	1	1	1	0	1	0	0	0	4	1	4	2	0	1	1	0	0	0	0	0	0	2	0	2	3	0	0	1	0	1	0	0	0	0	8	0	2	3	3	4	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	4	0	1	1	3	0	1	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	1	1	0	0	0	0	6	2	0	1	0	0	1	0	0	0	0	0	0	4	6	1	2	0	2	3	0	0	0	0	0	0
APLF	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARHGAP25	4	2	2	6	2	1	2	1	0	1	0	2	0	21	3	4	18	6	8	0	2	2	5	0	1	2	15	4	2	11	8	7	1	0	0	0	3	0	0	1	0	2	4	2	1	0	0	1	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0	0	13	8	2	1	4	1	1	3	2	1	1	0	0	11	17	5	3	9	2	1	4	2	1	0	0	0	11	7	8	6	5	2	2	1	5	2	1	0	1	39	2	9	25	2	0	4	1	3	3	2	0	0	47	6	6	30	15	3	2	6	8	1	0	1	0	22	8	2	19	5	11	1	0	3	0	2	0	0	20	6	4	4	2	3	1	1	0	0	0	4	0	16	3	0	4	3	0	5	0	1	0	0	0	26	33	12	6	4	1	2	3	3	1	2	1	0	46	38	7	14	7	3	4	5	5	1	0	3	0	14	27	17	13	30	1	9	1	8	4	1	3	0
AC097495.2	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	2	2	0	0	0	1	0	0	0	0	8	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
GFPT1	2	0	0	1	0	0	1	1	0	1	0	0	0	13	2	3	4	0	2	1	1	0	0	0	0	0	0	1	1	1	0	1	2	0	1	0	0	0	0	3	1	0	0	1	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	4	3	1	2	0	0	0	1	2	0	0	0	0	5	4	1	1	2	2	0	2	2	0	0	0	0	2	2	1	1	0	2	1	0	1	0	0	0	0	3	0	1	1	0	2	0	0	0	0	0	0	0	10	1	2	0	1	1	1	3	4	2	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	4	8	2	1	0	1	1	0	0	1	0	0	0	4	9	1	1	2	1	0	0	0	0	0	0	0	2	3	0	1	2	0	2	0	3	0	0	0	0
NFU1	6	3	7	2	2	2	6	0	1	0	0	0	0	17	2	14	6	13	2	7	3	2	1	1	2	0	6	2	5	5	0	4	0	1	1	1	0	0	0	2	1	4	0	0	1	4	1	1	0	0	0	4	1	0	4	1	0	1	0	0	1	0	1	0	5	9	10	1	2	2	4	3	1	3	1	2	0	8	16	5	1	4	4	3	2	1	1	1	1	2	5	10	8	5	2	3	4	1	0	2	0	4	1	3	1	3	6	6	5	3	1	0	1	0	1	0	18	3	6	8	7	5	5	14	2	1	1	0	2	6	2	6	2	1	3	0	3	0	0	0	0	0	2	1	7	0	0	1	0	1	1	1	0	2	0	1	0	2	1	0	0	0	3	0	1	0	0	4	9	7	1	6	5	3	8	1	2	1	1	0	5	17	10	2	7	6	3	3	0	0	0	1	0	4	11	10	5	8	1	5	3	2	0	1	3	0
RP11-427H3.3	2	0	1	0	0	1	0	1	0	0	0	0	0	12	1	2	3	1	1	0	0	0	0	0	0	0	5	1	2	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	8	2	0	0	1	1	1	1	0	0	0	0	3	6	3	1	0	1	0	1	1	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	8	1	1	0	0	0	0	2	0	2	0	0	3	0	1	1	0	0	0	0	5	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	6	0	0	1	0	0	1	0	0	0	0	5	5	1	0	0	3	2	0	0	0	0	0	0	4	7	0	1	0	2	1	0	0	0	0	0	0
AAK1	0	0	3	2	1	1	1	0	4	0	0	0	1	7	3	7	2	3	4	1	4	6	1	0	0	0	5	3	5	0	0	4	2	0	0	0	0	0	0	1	1	3	1	0	0	1	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	8	10	7	1	0	2	2	1	0	1	0	0	0	19	19	3	0	1	3	5	2	1	0	0	0	0	5	10	5	1	1	1	4	1	1	0	0	0	0	5	1	2	0	0	2	1	0	1	0	0	0	0	7	4	3	3	0	3	1	1	0	0	2	0	0	11	1	0	1	0	4	3	0	2	1	1	0	0	1	0	3	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	7	8	3	0	0	0	0	0	2	0	1	0	0	11	15	2	0	0	3	2	1	1	0	0	0	0	6	11	4	0	3	0	4	0	0	0	2	0	0
ANXA4	24	0	2	24	2	2	0	1	11	0	2	0	0	73	0	2	29	0	6	0	7	16	1	4	4	0	46	0	1	52	2	5	1	0	6	0	0	0	2	10	0	3	4	0	0	0	0	1	0	0	1	16	0	0	3	3	0	0	0	5	1	0	0	0	58	0	5	23	1	4	0	1	16	0	3	2	0	50	0	1	21	1	1	0	4	10	0	0	2	0	13	1	3	19	1	0	0	1	10	2	0	0	0	131	0	3	36	1	0	0	0	25	0	3	2	0	174	0	4	34	5	2	0	5	18	1	1	1	1	98	0	0	42	0	1	0	1	14	0	0	0	0	55	0	3	16	0	0	0	0	2	0	5	7	1	42	1	1	4	0	0	0	1	10	0	0	0	86	1	2	8	0	1	0	0	19	0	1	1	0	147	5	4	32	2	2	0	2	19	0	0	1	1	76	0	0	21	6	1	0	2	24	0	1	8	0
GMCL1	1	1	1	1	0	1	2	2	1	0	1	0	0	6	0	8	0	3	4	6	5	0	2	1	0	0	4	2	0	2	0	3	2	0	1	1	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	10	0	1	0	0	0	1	3	0	1	2	0	2	10	10	1	0	2	3	3	0	0	0	0	0	2	12	6	1	0	2	2	1	1	0	0	1	0	2	1	3	0	0	2	0	0	0	0	0	0	0	2	7	0	1	2	6	0	5	0	0	0	0	0	1	2	0	1	1	9	0	2	0	0	0	1	0	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	1	3	2	0	0	0	1	2	0	0	1	0	0	4	14	2	0	0	5	2	6	0	0	0	2	0	2	11	6	1	0	2	5	3	2	2	1	0	0
SNRNP27	16	0	3	7	4	3	3	2	3	2	2	1	1	48	4	11	5	9	4	8	10	5	5	1	0	0	13	2	2	1	2	3	1	1	0	2	1	1	1	7	2	0	1	0	0	2	2	1	0	0	0	17	1	2	1	1	0	0	1	3	0	1	1	0	30	8	1	2	2	2	6	3	3	2	0	2	0	25	21	4	12	5	4	10	0	5	5	0	3	0	9	6	11	4	2	1	5	1	1	3	2	0	0	18	2	11	7	2	4	5	1	3	2	0	1	0	23	5	6	14	6	6	9	11	5	4	2	1	0	7	7	0	4	3	13	4	4	3	0	0	0	0	6	5	2	2	6	1	2	0	1	2	1	9	0	6	0	4	2	3	1	3	1	2	0	0	0	10	25	7	1	3	0	11	2	2	2	1	0	0	21	19	2	12	4	6	13	1	2	2	0	3	0	14	32	4	6	9	3	12	1	2	5	1	4	0
MXD1	40	0	0	16	0	0	0	1	5	1	1	0	0	221	1	1	35	1	0	3	2	6	0	4	0	0	84	0	0	11	0	2	1	0	2	0	0	0	0	43	1	1	5	0	0	1	0	3	0	0	0	83	0	1	10	0	0	0	0	3	0	0	0	2	94	2	2	4	0	0	2	1	13	0	1	0	0	113	3	2	6	0	0	3	0	13	1	2	0	1	70	1	0	12	0	0	4	0	11	0	0	0	0	166	0	0	59	0	2	0	4	17	0	1	0	0	335	1	5	74	3	3	3	2	12	1	1	0	1	128	1	1	20	0	2	1	1	1	0	1	0	0	102	0	2	27	0	0	0	1	3	0	5	0	0	123	0	0	8	0	0	0	0	12	1	0	0	138	4	2	6	0	0	2	4	9	0	2	0	0	182	2	0	24	0	2	2	0	4	1	0	2	2	143	5	4	39	2	1	3	0	15	0	7	1	0
PCBP1-AS1	2	1	1	1	1	0	8	1	2	0	0	0	0	16	2	8	3	1	4	3	2	2	2	1	0	0	4	1	1	4	0	0	3	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	3	5	0	1	0	0	3	2	1	1	1	1	0	7	9	0	1	0	1	8	1	1	0	1	0	0	4	4	5	1	2	0	1	0	2	0	2	0	1	9	0	1	0	1	0	1	1	0	1	0	0	0	8	3	1	3	0	2	5	2	0	2	1	0	0	1	3	1	1	0	2	1	0	0	1	0	0	0	9	0	3	3	0	0	1	0	1	0	0	0	0	8	0	0	2	0	0	2	0	1	0	0	0	7	5	1	0	1	1	1	4	0	1	0	1	0	15	8	1	0	0	1	6	3	3	0	4	1	0	7	9	0	1	1	1	2	1	1	1	2	2	0
PCBP1	275	8	32	75	21	7	9	7	61	11	5	4	2	752	27	117	174	52	56	37	48	80	34	28	15	2	326	26	26	84	21	33	23	6	40	4	1	0	4	120	25	13	19	9	5	12	5	17	3	3	2	235	7	28	30	4	1	6	9	31	3	5	6	2	448	119	67	55	28	26	12	16	120	35	14	5	2	471	175	49	50	44	32	67	39	66	30	15	10	3	217	89	78	77	29	13	38	22	85	23	12	12	4	438	13	44	110	31	33	30	9	81	20	9	18	1	753	56	80	168	67	64	24	74	72	45	13	5	4	371	27	27	81	13	60	35	15	39	5	3	5	1	189	43	37	29	6	10	17	5	10	2	12	12	2	216	8	30	36	19	5	19	10	46	20	3	1	340	189	61	10	22	15	17	19	95	19	5	10	2	424	219	45	103	37	36	39	45	69	22	16	19	6	332	213	83	77	56	25	46	26	91	42	20	43	2
